         419927 function calls (406503 primitive calls) in 5.220 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      116    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      210    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:1331(get_usetex)
       12    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:1708(__call__)
       58    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2678(get_matrix)
       15    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:239(__array__)
        6    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:239(_get_xy_display)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
      190    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2687(_max_dispatcher)
        2    0.000    0.000    0.469    0.235 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:76(_draw_idle)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       12    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend.py:1186(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:3875(set_boxstyle)
       14    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/pathlib.py:380(with_segments)
       34    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/.vscode/extensions/ms-python.debugpy-2024.6.0-darwin-arm64/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1533(check_output_redirect)
        6    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/inspect.py:3019(__init__)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:58(RendererAgg)
      140    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/path.py:254(should_simplify)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:3125(clear)
      180    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2831(_min_dispatcher)
        1    0.000    0.000    0.001    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/pyplot.py:4127(title)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:939(set_dashes)
        4    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1330(__init__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/gridspec.py:32(__init__)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:195(_set_edge_curve)
        2    0.000    0.000    0.001    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:3766(set_ybound)
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/path.py:657(intersects_bbox)
        1    0.000    0.000    0.008    0.008 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/offsetbox.py:395(get_window_extent)
       18    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:1954(ge)
        6    0.000    0.000    0.005    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/offsetbox.py:297(get_offset)
       56    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2646(get_matrix)
        6    0.000    0.000    0.022    0.004 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/pyplot.py:987(gcf)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/threading.py:1483(current_thread)
      108    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/spines.py:558(__getattr__)
      140    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:767(rotation_point)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:786(_add_axes_internal)
        1    0.000    0.000    0.017    0.017 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/path.py:804(unit_circle)
       39    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/path.py:734(unit_rectangle)
    26/24    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2384(__eq__)
        2    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cm.py:398(__init__)
       48    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/offsetbox.py:193(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1381(contains_branch)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
       51    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:914(set_antialiased)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:3123(set_axisbelow)
       84    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
        3    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:2638(_update_offset_text_position)
       82    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      140    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/path.py:242(simplify_threshold)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/threading.py:627(clear)
        2    0.000    0.000    0.468    0.234 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:93(draw_wrapper)
        2    0.000    0.000    0.003    0.002 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:2532(__init__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/socket.py:597(socketpair)
       11    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/_collections_abc.py:811(__contains__)
       15    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:625(get_snap)
        9    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:235(frozen)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/markers.py:297(get_joinstyle)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/_pylab_helpers.py:105(_set_new_active_manager)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/colors.py:411(color_name_to_rgba)
        7    0.000    0.000    0.004    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:4299(contains_point)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/queue.py:97(empty)
       90    0.000    0.000    0.000    0.000 {built-in method math.floor}
       26    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/enum.py:202(__get__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/collections.py:591(set_linestyle)
        2    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:97(resize)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/gridspec.py:561(_from_subplot_args)
        3    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:61(method)
        7    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:1580(get_patch_transform)
       91    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:2858(__init__)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/pyplot.py:4156(ylabel)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/.vscode/extensions/ms-python.debugpy-2024.6.0-darwin-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_daemon_thread.py:32(py_db)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:2142(_set_artist_props)
        2    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1908(_set_device_pixel_ratio)
        1    0.000    0.000    0.004    0.004 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/vertex.py:98(__init__)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:2491(update_datalim)
       10    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/offsetbox.py:665(get_bbox)
        2    0.000    0.000    0.469    0.235 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1226(_on_timer)
        3    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:858(update_from_path)
       51    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1740(<lambda>)
       23    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/enum.py:828(__members__)
       46    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1827(set_major_formatter)
      140    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:355(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:120(_process_plot_format)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/vertex.py:28(__init__)
        7    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/inspect.py:2733(__init__)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/configparser.py:365(before_get)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/gridspec.py:328(__init__)
        1    0.000    0.000    0.001    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_axes.py:104(set_title)
       14    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       15    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:1737(__call__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/metamagic.py:182(Element)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/gridspec.py:412(get_subplot_params)
       28    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/hatch.py:182(_validate_hatch_pattern)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2786(get_affine)
        7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
      3/2    0.000    0.000    0.018    0.009 <frozen importlib._bootstrap_external>:989(exec_module)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:930(update_from_data_xy)
      8/4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2397(<lambda>)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/markers.py:273(__bool__)
        9    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:2269(setter)
       36    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:1937(closeto)
       32    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:2309(_unpack_to_numpy)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:977(clear)
        4    0.000    0.000    0.000    0.000 {function socket.close at 0x10e083920}
        2    0.000    0.000    0.003    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend_handler.py:86(update_prop)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1116(__init__)
        5    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1152(get_inverted)
       10    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2979(prod)
       20    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:282(p0)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend.py:1297(_parse_legend_args)
        9    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/re/__init__.py:164(match)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/scale.py:707(scale_factory)
      100    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:844(set_file)
        6    0.000    0.000    0.054    0.009 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:1647(gca)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend.py:716(_set_loc)
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/signal.py:36(_enum_to_int)
       78    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:260(points_to_pixels)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1590(get_major_locator)
       14    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/_collections_abc.py:104(_check_methods)
       28    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/metamagic.py:99(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
        3    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/inspect.py:3071(from_callable)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/baseclasses.py:263(ensure_layout)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/socket.py:501(close)
        2    0.000    0.000    0.002    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend_handler.py:83(_default_update_prop)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:3432(set_xlabel)
        3    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/__init__.py:711(__setitem__)
      100    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:292(get_transform_rotates_text)
        1    0.000    0.000    0.001    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:3736(invert_yaxis)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cm.py:642(set_norm)
        2    0.000    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:1069(_update_transScale)
       16    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:270(get_patch_transform)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/layout.py:690(result)
        2    0.000    0.000    0.469    0.235 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:67(callback_func)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:1502(add_gridspec)
       75    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:246(_get_multialignment)
        9    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:1147(set_fontweight)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/.vscode/extensions/ms-python.debugpy-2024.6.0-darwin-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:626(get_thread_id)
       20    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/posixpath.py:138(splitroot)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/pyplot.py:4141(xlabel)
       40    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:1862(_str_lower_equal)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       14    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/pathlib.py:711(joinpath)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:3216(update)
       12    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend.py:1190(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:368(FigureCanvasAgg)
       74    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/collections.py:789(get_edgecolor)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/collections.py:818(set_edgecolor)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:1693(_process_projection_requirements)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/.vscode/extensions/ms-python.debugpy-2024.6.0-darwin-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_comm.py:416(empty)
        7    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:1861(xycoords)
       87    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:552(formatter)
        6    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:56(draw_idle)
        9    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/_methods.py:218(_ptp)
        1    0.000    0.000    0.001    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:3823(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
       50    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/_collections_abc.py:827(values)
        2    0.000    0.000    0.115    0.058 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:3430(show)
       19    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:272(y1)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend.py:649(set_loc)
        8    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       82    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:605(set_wrap)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/pyplot.py:469(draw_if_interactive)
        5    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:2741(get_minpos)
