         419927 function calls (406503 primitive calls) in 5.220 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      145    0.001    0.000    0.008    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2255(get_affine)
    90/89    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:368(bounds)
      384    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:1289(<genexpr>)
      213    0.001    0.000    0.055    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:730(set_figure)
    15/13    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
 1016/642    0.001    0.000    0.008    0.000 {built-in method builtins.hash}
        2    0.001    0.001    0.001    0.001 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       85    0.001    0.000    0.004    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/path.py:99(__init__)
       26    0.001    0.000    0.009    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:48(__init__)
     4410    0.001    0.000    0.001    0.000 {built-in method math.factorial}
   100/94    0.001    0.000    0.005    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:833(_unstale_viewLim)
       74    0.001    0.000    0.035    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:104(__init__)
      129    0.001    0.000    0.004    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/markers.py:257(_recache)
      175    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:814(set_size)
      593    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      428    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
       53    0.001    0.000    0.003    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:766(__init__)
      173    0.001    0.000    0.003    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/colors.py:221(is_color_like)
     4100    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
  486/408    0.001    0.000    0.003    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/abc.py:121(__subclasscheck__)
      162    0.001    0.000    0.023    0.000 /Users/guiguiclaudon/Documents/GitHub/Genetic-Programming/Modules/operation.py:135(division)
     2026    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/linalg/linalg.py:140(isComplexType)
      3/2    0.001    0.000    0.017    0.009 {built-in method builtins.exec}
      197    0.001    0.000    0.004    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:437(set_transform)
      333    0.001    0.000    0.040    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:147(<lambda>)
       60    0.001    0.000    0.040    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:1303(_find_fonts_by_props)
       60    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:1525(get_font)
  511/331    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2398(<lambda>)
       74    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:738(_convert_units)
       60    0.001    0.000    0.044    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:250(_prepare_font)
      170    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/markers.py:282(_set_fillstyle)
     13/7    0.001    0.000    0.014    0.002 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/offsetbox.py:505(_get_bbox_and_child_offsets)
        2    0.001    0.001    0.124    0.062 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:1254(__clear)
     1349    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/linalg/linalg.py:153(_realType)
      677    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/linalg/linalg.py:135(_makearray)
      297    0.001    0.000    0.003    0.000 {method 'max' of 'numpy.ndarray' objects}
       84    0.001    0.000    0.003    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/lib/arraysetops.py:138(unique)
     1368    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1929(get_matrix)
      253    0.001    0.000    0.007    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1340(__add__)
     1790    0.001    0.000    0.001    0.000 {built-in method _bisect.bisect_right}
      156    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:1246(set_verticalalignment)
        2    0.001    0.000    0.001    0.000 {method 'set_window_title' of '_macosx.FigureManager' objects}
        9    0.001    0.000    0.004    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:530(_draw_paths_with_artist_properties)
  614/589    0.001    0.000    0.009    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/contextlib.py:141(__exit__)
       42    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.cleanup_path}
      246    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:75(_scale_dashes)
       28    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/metamagic.py:224(_collect_attributes)
      448    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      154    0.001    0.000    0.005    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:647(set_data)
        2    0.001    0.000    0.148    0.074 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:569(__init__)
     1721    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
       60    0.001    0.000    0.005    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:508(update_position)
     2016    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/lib/function_base.py:2405(<genexpr>)
       79    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2452(__init__)
     3823    0.001    0.000    0.001    0.000 {built-in method builtins.id}
      111    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:514(_format_maybe_minus_and_locale)
      562    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      894    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/lib/function_base.py:348(iterable)
     1421    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      158    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2030(translate)
      190    0.001    0.000    0.003    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2692(max)
      152    0.001    0.000    0.004    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1998(rotate_deg)
        2    0.001    0.000    3.077    1.538 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/pyplot.py:482(show)
      677    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/linalg/linalg.py:209(_assert_stacked_square)
      290    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/GitHub/Genetic-Programming/Modules/objects.py:86(get_depth)
       13    0.001    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     1652    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
      202    0.001    0.000    0.005    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/fromnumeric.py:200(reshape)
       77    0.001    0.000    0.012    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:194(update)
      158    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:997(set_horizontalalignment)
       28    0.001    0.000    0.011    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:347(_apply_params)
     2160    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/multiarray.py:153(concatenate)
      232    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/__init__.py:1285(is_interactive)
      158    0.001    0.000    0.012    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2406(transform_affine)
     2004    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:293(axes)
       94    0.001    0.000    0.003    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:982(set_color)
       35    0.001    0.000    0.034    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:155(contains_point)
      180    0.001    0.000    0.003    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2836(min)
        2    0.001    0.000    0.006    0.003 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:2398(__init__)
       12    0.001    0.000    0.005    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:651(union)
        9    0.001    0.000    0.005    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1189(_set_lim)
        1    0.001    0.001    0.119    0.119 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:588(_reprocess)
    65/64    0.001    0.000    0.004    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1777(__eq__)
      690    0.001    0.000    0.001    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      245    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:909(get_siblings)
        1    0.001    0.001    0.011    0.011 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend.py:354(__init__)
       13    0.001    0.000    0.061    0.005 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:412(__init__)
       15    0.001    0.000    0.011    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1497(get_minorticklocs)
      100    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:1279(_preprocess_math)
      723    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
       16    0.001    0.000    0.052    0.003 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:944(set_tick_params)
      527    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
       18    0.001    0.000    0.011    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:3915(format_xdata)
        5    0.001    0.000    0.199    0.040 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/vertex.py:106(get_size)
     2577    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
      215    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/GitHub/Genetic-Programming/Modules/operation.py:131(multiplication)
        5    0.001    0.000    0.254    0.051 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:638(vertex_stale_callback)
      724    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
       91    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/path.py:202(_update_values)
     1001    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/GitHub/Genetic-Programming/Modules/objects.py:31(__init__)
        1    0.001    0.001    2.724    2.724 /Users/guiguiclaudon/Documents/GitHub/Genetic-Programming/Modules/graphing.py:14(draw_tree)
      210    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:722(set_family)
       74    0.001    0.000    0.002    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2576(__init__)
      216    0.001    0.000    0.002    0.000 {method 'min' of 'numpy.ndarray' objects}
       35    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:2817(nonsingular)
       23    0.001    0.000    0.030    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1461(__init__)
     1682    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       83    0.001    0.000    0.010    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:1303(set_fontproperties)
      985    0.001    0.000    0.001    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:1851(_str_equal)
      758    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
       28    0.001    0.000    0.030    0.001 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1805(inaxes)
       70    0.001    0.000    0.008    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:880(get_bbox)
